text_id,domain,ground_truth,prediction,verdict,synthetic_prob,authentic_prob,hybrid_prob,confidence,uncertainty,processing_time,is_correct,subset,word_count
c4_tutorial_48,tutorial,human,ai,Synthetically-Generated,0.46360659351302125,0.4513135074394529,0.08507989904752584,0.8193651911705819,0.3278392306203281,9.844595909118652,False,clean,181
c4_tutorial_49,tutorial,human,uncertain,Uncertain,0.4025929876497387,0.45894665069291474,0.13846036165734663,0.8379787546598899,0.0005542856438582216,29.28667974472046,,clean,541
c4_tutorial_9,tutorial,human,ai,Synthetically-Generated,0.4613803492155655,0.43139936270197526,0.10722028808245931,0.8290366615034848,0.32270477876471093,20.01890802383423,False,clean,392
c4_tutorial_8,tutorial,human,human,Authentically-Written,0.34340594444245975,0.5026087813288527,0.1539852742286875,0.869958238244209,0.24344193330356512,17.14237093925476,True,clean,317
c4_tutorial_28,tutorial,human,uncertain,Uncertain,0.4765638743118585,0.4257217351023983,0.09771439058574313,0.8113473048412629,0.0011260200142754549,37.67682099342346,,clean,548
c4_tutorial_14,tutorial,human,ai,Synthetically-Generated,0.3819407391605395,0.5374672487961636,0.08059201204329683,0.8535567805566353,0.27164905417355817,9.308719873428345,False,clean,162
c4_tutorial_15,tutorial,human,human,Authentically-Written,0.3648441179475699,0.49593960313296764,0.13921627891946234,0.8261546696146901,0.2715800600012672,17.004475116729736,True,clean,364
c4_tutorial_29,tutorial,human,human,Authentically-Written,0.37164950164681615,0.5213562190765274,0.10699427927665651,0.8345098854296927,0.27418033388377605,29.429073810577393,True,clean,479
c4_tutorial_17,tutorial,human,ai,Synthetically-Generated,0.4533949659697431,0.4410472308330401,0.1055578031972168,0.8349147835938281,0.31767514036634903,17.54635500907898,False,clean,306
c4_tutorial_16,tutorial,human,human,Authentically-Written,0.3619983116242882,0.4583027605376807,0.17969892783803107,0.8181777594765676,0.2706207312069122,19.52492094039917,True,clean,356
c4_tutorial_12,tutorial,human,ai,Synthetically-Generated,0.4605393525329708,0.4541862083797983,0.08527443908723084,0.8223610394667803,0.32901985440717874,7.491437196731567,False,clean,108
c4_tutorial_13,tutorial,human,human,Authentically-Written,0.3598195944310688,0.46399136180960643,0.17618904375932462,0.8503885557171768,0.25775877714050505,17.286476135253906,True,clean,311
c4_tutorial_11,tutorial,human,ai,Synthetically-Generated,0.39142889220032007,0.5246457868718604,0.0839253209278195,0.846292784607616,0.27966012286581443,7.936629056930542,False,clean,135
